sl_pct,4.0,6.0,8.0,10.0
2.0,0.0,0.0,0.0,0.0
3.0,22.2,11.1,11.1,11.1
4.0,33.3,33.3,22.2,11.1
5.0,33.3,33.3,33.3,22.2
