tp_pct,sl_pct,symbols_passed,symbols_tested,pass_rate,avg_return,total_trades
8.0,5.0,0,9,0.0,8.1,11
8.0,7.0,0,9,0.0,7.85,11
8.0,10.0,0,9,0.0,7.34,11
10.0,5.0,0,9,0.0,9.86,11
10.0,7.0,0,9,0.0,9.59,11
10.0,10.0,0,9,0.0,9.06,11
12.0,5.0,0,9,0.0,10.21,11
12.0,7.0,0,9,0.0,9.93,11
12.0,10.0,0,9,0.0,11.19,11
15.0,5.0,0,9,0.0,7.21,11
15.0,7.0,0,9,0.0,6.83,11
15.0,10.0,0,9,0.0,8.22,11
