tp_pct,sl_pct,symbols_passed,symbols_tested,pass_rate,avg_return,total_trades
3.0,4.0,0,9,0.0,-1.86,9
3.0,5.0,0,9,0.0,-2.06,9
3.0,7.0,0,9,0.0,-1.79,9
5.0,4.0,0,9,0.0,-1.35,9
5.0,5.0,0,9,0.0,-0.71,9
5.0,7.0,0,9,0.0,-1.63,9
7.0,4.0,0,9,0.0,-1.43,9
7.0,5.0,0,9,0.0,-0.74,9
7.0,7.0,0,9,0.0,0.46,9
