tp_pct,sl_pct,symbols_passed,symbols_tested,pass_rate,avg_return,total_trades
5.0,3.0,0,9,0.0,-0.76,13
5.0,4.0,0,9,0.0,-1.1,13
5.0,5.0,0,9,0.0,-0.09,13
7.0,3.0,0,9,0.0,-0.83,12
7.0,4.0,0,9,0.0,-0.97,12
7.0,5.0,0,9,0.0,0.93,12
10.0,3.0,0,9,0.0,-1.28,12
10.0,4.0,0,9,0.0,-1.42,12
10.0,5.0,0,9,0.0,0.49,12
