tp_pct,sl_pct,symbols_passed,symbols_tested,pass_rate,avg_return,total_trades
4.0,3.0,0,9,0.0,13.87,41
4.0,4.0,0,9,0.0,11.85,38
4.0,5.0,0,9,0.0,11.89,36
6.0,3.0,0,9,0.0,16.63,41
6.0,4.0,0,9,0.0,14.47,38
6.0,5.0,0,9,0.0,14.33,36
8.0,3.0,0,9,0.0,16.38,41
8.0,4.0,0,9,0.0,14.24,38
8.0,5.0,0,9,0.0,14.11,36
