tp_pct,sl_pct,symbols_passed,symbols_tested,pass_rate,avg_return,total_trades
3.0,1.0,1,9,11.1,0.5,73
3.0,2.0,2,9,22.2,2.76,73
3.0,3.0,2,9,22.2,2.31,73
4.0,1.0,1,9,11.1,2.26,72
4.0,2.0,2,9,22.2,5.74,72
4.0,3.0,2,9,22.2,4.77,72
5.0,1.0,0,9,0.0,4.99,71
5.0,2.0,2,9,22.2,9.65,71
5.0,3.0,2,9,22.2,8.93,71
6.0,1.0,1,9,11.1,6.64,70
6.0,2.0,2,9,22.2,11.63,70
6.0,3.0,2,9,22.2,11.18,70
8.0,1.0,0,9,0.0,7.5,69
8.0,2.0,1,9,11.1,11.96,69
8.0,3.0,2,9,22.2,14.14,69
