tp_pct,sl_pct,symbols_passed,symbols_tested,pass_rate,avg_return,total_trades
3.0,2.0,0,9,0.0,-2.43,39
3.0,3.0,0,9,0.0,-0.57,37
4.0,2.0,0,9,0.0,0.1,39
4.0,3.0,0,9,0.0,2.43,37
5.0,2.0,0,9,0.0,0.94,39
5.0,3.0,0,9,0.0,3.14,36
